country,year,5-14 years,15-24 years,25-34 years,35-54 years,55-74 years,75+ years
Saint Lucia,2009,0,19.18,15,27.32,20.82,0
Saint Lucia,2010,0,6.38,0,4.41,19.52,0
Saint Lucia,2011,0,0,7.46,17.33,28.53,0
Saint Lucia,2012,7.36,6.24,7.44,10.565,9.27,33.59
Saint Lucia,2013,7.62,12.36,22.3,10.425,18.04,32.93
Saint Lucia,2014,0,6.165,18.19,16.62,26.23,0
Saint Vincent and Grenadines,1985,0,0,0,32.79,0,0
Saint Vincent and Grenadines,1986,0,0,0,0,0,0
Saint Vincent and Grenadines,1987,0,0,0,0,0,0
Saint Vincent and Grenadines,1990,0,0,35.24,13.17,23.65,0
Saint Vincent and Grenadines,1995,0,8.73,11.08,44.06,21.54,0
Saint Vincent and Grenadines,1996,0,8.8,44.35,15.955,0,0
Saint Vincent and Grenadines,1997,0,8.87,11.17,9.98,0,0
Saint Vincent and Grenadines,1998,0,0,33.89,37.89,42.7,79.94
Saint Vincent and Grenadines,1999,8.51,0,0,36.09,21.2,0
Saint Vincent and Grenadines,2000,0,18.17,0,25.94,0,0
Saint Vincent and Grenadines,2001,0,0,17.715,25.02,20.84,79.37
Saint Vincent and Grenadines,2002,0,9.23,11.48,12.37,0,157.48
Saint Vincent and Grenadines,2003,0,0,22.79,7.84,20.28,0
Saint Vincent and Grenadines,2004,0,0,11.33,15.25,19.88,0
Saint Vincent and Grenadines,2005,0,37.94,11.3,11.435,0,0
Saint Vincent and Grenadines,2006,0,9.55,11.24,11.24,0,78.8
Saint Vincent and Grenadines,2007,0,28.84,44.81,28.74,0,0
Saint Vincent and Grenadines,2008,0,0,0,10.92,18.45,0
Saint Vincent and Grenadines,2009,0,0,11.18,0,0,0
Saint Vincent and Grenadines,2010,10.04,0,44.79,0,0,0
Saint Vincent and Grenadines,2011,0,9.83,0,20.73,16.42,0
Saint Vincent and Grenadines,2012,0,14.995,22.48,14.25,16.32,0
Saint Vincent and Grenadines,2013,0,0,0,0,0,0
Saint Vincent and Grenadines,2014,0,0,11.34,0,0,69.44
Saint Vincent and Grenadines,2015,11.02,10.22,0,6.84,0,0
San Marino,1999,0,0,0,25.01,39.34,0
San Marino,2000,0,0,47.26,0,0,0
San Marino,2005,0,0,0,0,34.01,0
Serbia,1998,0.44,8.605,13.835,20.145,33.53,76.97
Serbia,1999,0.675,11.015,11.75,20.065,36.195,92.665
Serbia,2000,1.03,9.65,13.345,18.285,38.62,81.15
Serbia,2001,0.91,8.04,11.575,20.625,32.975,74.83
Serbia,2002,0.93,7.995,11.845,18.32,35.81,73.52
Serbia,2003,0,7.88,11.135,20.44,30.85,65.33
Serbia,2004,0.24,6.255,9.34,19.18,33.1,63.26
Serbia,2005,0.74,5.765,11.43,19.275,34.18,72.14
Serbia,2006,0.5,6.775,11.535,19.825,32.32,72.33
Serbia,2007,0,7.5,10.69,17.63,32.885,60.52
Serbia,2008,0,5.865,11.42,19.735,27.145,57.14
Serbia,2009,0.26,4.99,11.02,21.49,29.3,62.285
Serbia,2010,0,3.87,9.175,16,28.14,60.055
Serbia,2011,0.28,4.505,9.84,17.89,25.96,63.25
Serbia,2012,0.28,4.945,10.33,17.535,26.695,57.62
Serbia,2013,0.28,3.705,9.935,18.26,26.36,50.465
Serbia,2014,0,4.425,9.725,14.48,25.43,54.33
Serbia,2015,0.43,4.3,9.555,14.645,21.8,52.255
Seychelles,1985,0,26.145,0,68.18,35.71,0
Seychelles,1986,0,0,0,23.26,0,0
Seychelles,1987,0,0,17.24,43.48,0,0
Seychelles,2001,0,0,28.54,15.31,28.41,0
Seychelles,2002,0,12.26,27.36,9.57,0,104.93
Seychelles,2003,0,12.19,13.15,22.73,29.2,0
Seychelles,2004,0,12.23,25.35,25.69,0,0
Seychelles,2005,14.33,12.36,0,16.25,28.56,0
Seychelles,2006,0,12.37,0,31.59,26.87,204.92
Seychelles,2007,0,0,12.455,23.03,0,99.7
Seychelles,2008,0,12.32,11.83,14.92,0,0
Seychelles,2009,0,0,0,21.8,22.01,0
Seychelles,2010,0,0,23.56,28.43,0,0
Seychelles,2011,0,13.95,15.12,22.27,0,0
Seychelles,2012,0,0,0,15.11,18.39,0
Seychelles,2013,0,14.7,40.76,7.29,68.65,0
Seychelles,2014,0,15.65,13.61,7.035,0,0
Seychelles,2015,0,16.215,13.22,21.11,14.49,0
Singapore,1985,1.5,9.97,15.83,13.11,25.92,111.1
Singapore,1986,0.94,9.205,14.395,14.575,25.27,98.39
Singapore,1987,0,7.47,14.665,12.065,27.25,75.33
Singapore,1988,1.27,11.855,14.985,15.28,24.805,111.9
Singapore,1989,0.97,14.545,15.37,15.725,26.85,104.08
Singapore,1990,0.735,10.315,15.265,14.78,23.015,71.905
Singapore,1991,2.04,9.015,12.09,10.5,21.455,60.61
Singapore,1992,0.73,6.65,11.96,10.7,17.645,55.025
Singapore,1993,0.5,7.22,9.315,10.065,16.9,73.82
Singapore,1994,0.705,9.775,8.925,12.395,19.595,72.03
Singapore,1995,0.88,8.9,8.87,15.65,22.07,85.45
Singapore,1996,0.905,5.94,8.935,7.515,11.385,69.79
Singapore,1997,0.855,5.795,12.81,10.97,15.055,57.84
Singapore,1998,1.23,8.67,11.41,10.04,21.61,55.335
Singapore,1999,1.04,5.43,8.35,10.705,15.585,42.115
Singapore,2000,1.195,7.095,9.24,11.84,16.655,36.145
Singapore,2001,0.99,8.68,11.79,9.555,15.075,37.81
Singapore,2002,0,8.235,10.64,11.98,12.075,43.265
Singapore,2003,0.78,8.455,10.69,9.995,14.495,41.955
Singapore,2004,1.01,5.115,9.585,11.62,16.41,40
Singapore,2005,1.22,6.3,9.555,12.305,16.63,44.765
Singapore,2006,0.4,3.765,8.78,14.05,18.335,29.045
Singapore,2007,0,7.095,8.465,10.1,14.775,42.445
Singapore,2008,0.41,4.105,7.515,11.205,13.565,38.53
Singapore,2009,1.07,6.325,8.98,11.13,13.6,33.685
Singapore,2010,0.42,3.925,5.665,10.215,11.855,32.745
Singapore,2011,0,5.045,4.72,9.27,16.23,23.215
Singapore,2012,0.46,6.875,6.79,12.38,17.685,26.62
Singapore,2013,0,8.59,7.73,9.42,15.245,27.95
Singapore,2014,0.47,4.85,7.145,9.615,16.77,27.04
Singapore,2015,0.715,6.695,8.64,9.37,12.395,16.83
Slovakia,1992,0.47,7.485,14.79,25.4,25.815,33.155
Slovakia,1993,0.46,7.55,14.04,24.42,21.165,30.265
Slovakia,1994,0.57,8.7,12.03,22.295,20.995,27.93
Slovakia,1995,1.175,7.315,14.585,22.25,23.62,30.405
Slovakia,1996,1.18,7.195,12.765,20.1,21.64,24.37
Slovakia,1997,0.24,5.98,9.99,20.56,19.18,26.22
Slovakia,1998,0.48,7.85,11.165,22.28,18.2,21.185
Slovakia,1999,1.24,7.135,9.765,21.57,22.73,24.22
Slovakia,2000,0.52,8.035,11.185,21.985,22.23,26.085
Slovakia,2001,0.79,7.3,12.815,21.44,18.075,25.915
Slovakia,2002,0.54,6.645,12.82,21.255,19.78,35.115
Slovakia,2003,0.84,6.17,10.835,25.425,21.37,20.36
Slovakia,2004,0.29,6.85,10.075,21.725,18.79,17.865
Slovakia,2005,0.32,7.305,10.73,20.44,18.315,25.735
Slovakia,2006,0,0,0,0,0,0
Slovakia,2007,0,0,0,0,0,0
Slovakia,2008,0.36,5.65,9.75,16.625,17.095,17.8
Slovakia,2009,0,5.41,7.525,16.985,19.54,20.08
Slovakia,2010,0.895,6.24,8.93,17.845,17.55,20.38
Slovakia,2012,0.72,6.03,8.72,15.035,16.695,17.9
Slovakia,2013,0.36,6.97,9.545,15.105,18.415,21.74
Slovakia,2014,0,5.14,8.375,12.625,17.88,22.39
Slovenia,1995,1.54,18.935,23.59,37.885,49.01,65.975
Slovenia,1996,1.56,13.895,25.73,40.32,58.2,70.85
Slovenia,1997,1.62,14.935,26.72,42.52,48.6,70.655
Slovenia,1998,2.085,24.2,23.125,41.675,49.005,66.71
Slovenia,1999,3.4,15.25,25.915,39.835,50.685,63.295
Slovenia,2000,0.87,15.775,22.17,38.37,51.565,73.745
Slovenia,2001,1.78,15.855,23.76,35.095,48.53,87.57
Slovenia,2002,0.96,9.735,18.115,37.36,46.12,65.34
Slovenia,2003,0.95,15.58,17.67,35.12,47.895,71.54
Slovenia,2004,2.005,15.315,15.61,33.285,43.78,39.245
Slovenia,2005,1.05,12.605,21.53,30.27,38.57,65.205
Slovenia,2006,0,10.65,17.07,30.82,46.61,68.785
Slovenia,2007,0,8.605,15.89,24.475,34.94,61.815
Slovenia,2008,0,11.95,13.055,23.605,30.325,52.61
Slovenia,2009,0,8.47,13.935,26.67,35.88,49.4
Slovenia,2010,2.1,10.765,11.66,23.39,32.04,53.89
Slovenia,2011,0,9.425,10.69,22.87,35.89,61.955
Slovenia,2012,1.11,9.3,12.2,24.585,33.725,59.505
Slovenia,2013,1.03,11.53,14.615,22.46,33.825,58.565
Slovenia,2014,1.01,9.08,12.15,21.66,27.49,49.3
Slovenia,2015,0.99,8.31,11.9,20.7,32.94,58.06
South Africa,1996,0.04,0.445,0.5,0.54,0.56,1.95
South Africa,1997,0,0.315,0.365,0.335,0.575,0.885
South Africa,1998,0.05,0.57,0.66,0.605,0.57,1.395
South Africa,1999,0.06,0.735,1.18,1.02,0.66,1.78
South Africa,2000,0.06,0.625,0.98,1.065,0.83,1.21
South Africa,2001,0.07,1.175,1.555,1.295,0.595,3.05
South Africa,2002,0.06,0.83,0.675,0.81,0.505,0.61
South Africa,2003,0.07,0.72,0.93,0.775,0.575,1.55
South Africa,2004,0.11,0.995,1.37,1.16,1.055,1.625
South Africa,2005,0.08,1.195,1.705,1.37,1,2.295
South Africa,2006,0.16,1.24,2.04,1.335,1.24,2.945
South Africa,2007,0.08,1.27,1.22,1.24,0.885,1.365
South Africa,2008,0.07,1.275,1.54,1.47,0.845,1.87
South Africa,2009,0.08,1.1,1.1,0.975,1,1.1
South Africa,2010,0.095,0.855,1.38,1.035,0.995,2.185
South Africa,2011,0.03,1.08,1.105,0.905,0.785,0.75
South Africa,2012,0.135,1.505,1.555,1,1.025,1.56
South Africa,2013,0.14,1.465,2.035,1.345,1.225,1.24
South Africa,2014,0.07,1.705,1.9,1.26,1.03,1.575
South Africa,2015,0.16,1.2,1.54,1.035,1.005,1.56
Spain,1985,0.135,3.315,5.135,7.475,13.775,27.63
Spain,1986,0.46,4.225,6.15,7.73,14.675,26.675
Spain,1987,0.305,4.27,6.495,7.335,14.88,27.785
Spain,1988,0.355,5.125,6.59,8.085,14.035,29.45
Spain,1989,0.405,5.145,6.61,7.875,14.23,28.98
Spain,1990,0.44,4.4,6.82,7.18,13.61,32.17
Spain,1991,0.455,4.645,6.565,6.775,14.28,28.2
Spain,1992,0.175,4.035,6.42,6.975,12.62,29.28
Spain,1993,0.355,4.49,7.54,8.035,13.29,26.715
Spain,1994,0.25,4.675,7.905,8.305,13.81,27.215
Spain,1995,0.19,5.38,7.33,8,13.34,27.665
Spain,1996,0.295,5.41,8.04,8.665,13.615,27.24
Spain,1997,0.325,5.195,7.84,8.66,13.32,30.32
Spain,1998,0.195,4.76,8.295,8.245,12.86,27.665
Spain,1999,0.09,4.66,6.48,8.44,13.06,26.855
Spain,2000,0.22,4.59,7.555,8.76,12.975,27.005
Spain,2001,0.27,4.05,7.28,8.335,11.48,24.785
Spain,2002,0.195,4.275,7.31,8.615,12.185,25.24
Spain,2003,0.075,4.465,7.59,8.945,11.665,25.505
Spain,2004,0.29,4.275,6.85,9.415,11.43,24.055
Spain,2005,0.17,3.8,6.85,8.375,11.515,23.12
Spain,2006,0.12,3.685,5.905,8.215,10.87,21.14
Spain,2007,0.28,2.79,5.505,8.325,10.54,22.035
Spain,2008,0.095,3.285,5.95,8.935,11.225,19.77
Spain,2009,0.18,3.415,5.525,8.655,11.04,20.195
Spain,2010,0.13,2.505,4.47,8.765,9.755,18.16
Spain,2011,0.045,2.405,4.98,8.52,9.48,18.865
Spain,2012,0.105,3.265,5.745,9.02,10.29,20.015
Spain,2013,0.19,3.82,5.28,10.315,11.935,19.12
Spain,2014,0.21,4.1,5.835,10.415,11.115,20.5
Spain,2015,0.16,3.465,5.305,9.155,10.485,20.12
Sri Lanka,1985,3.49,71.335,56.55,35.285,39.24,73.46
Sri Lanka,1986,2.255,62.225,54.02,35.225,39.26,71.915
Sri Lanka,1996,1.74,36.145,39.475,34.225,40.535,45.735
Sri Lanka,1997,2.405,43.88,47.86,41.585,40.87,59.45
Sri Lanka,1998,2.645,35.525,42.545,41.34,41.625,61.895
Sri Lanka,1999,2.04,36.35,43.735,41.77,41.085,57.64
Sri Lanka,2000,1.425,31.12,39.44,39.07,42.315,60.275
Sri Lanka,2001,0.985,25.095,33.13,36.075,37.235,46.51
Sri Lanka,2002,1.575,23.895,28.645,35,34.955,45.635
Sri Lanka,2003,1.04,24.455,27.915,35.065,36.28,51.62
Sri Lanka,2006,0.795,22.26,24.67,29.075,31.44,56.125
Suriname,1985,2.785,22.64,68.32,64.265,42.305,69.265
Suriname,1986,2.51,22.455,13.81,13.7,13.03,48.26
Suriname,1987,2.51,19.14,22.67,19.45,31.67,47.5
Suriname,1988,0,22.72,36.53,13.13,20.75,29.995
Suriname,1989,0,16.345,17.395,28.425,14.02,29.875
Suriname,1990,2.22,9.62,14.62,7.14,6.25,150
Suriname,1991,4.67,17.07,27.01,18.8,13.015,29.5
Suriname,1992,4.55,18.17,16.945,15.625,15.965,0
Suriname,1995,2,21.1,22.48,12.92,16.83,33.86
Suriname,1996,2.1,4.935,14.61,7.91,4.7,32.47
Suriname,1997,3.065,8.615,9.995,8.68,11.92,31.14
Suriname,1998,0,3.68,13.71,11.41,14.41,29.94
Suriname,1999,0,15.975,13.58,11.93,23.585,86.56
Suriname,2000,1.96,14.465,21.195,16.215,11.11,0
Suriname,2001,3.91,8.33,32.36,19.415,33.86,26.25
Suriname,2002,4.02,16.475,25.09,17.07,22.075,22.385
Suriname,2003,3.85,11.575,32.75,19.3,33.37,48.16
Suriname,2004,2.965,13.745,11.35,23.89,28.26,20.84
Suriname,2005,2.91,15.615,27.925,17.425,21.375,20.335
Suriname,2006,2.01,33.28,28.08,33.925,30.895,43.89
Suriname,2007,5.865,24.19,38.38,33.035,28.43,48.17
Suriname,2008,3.86,37.94,34.6,42.88,39.895,49.235
Suriname,2009,4.01,28.85,28.17,41.125,34.495,48.205
Suriname,2010,6.015,29.615,33.14,39.65,24.575,79.655
Suriname,2011,4.12,32.505,35.29,34.65,23.925,96.45
Suriname,2012,6.22,26.955,37.24,31.355,34.865,187.06
Suriname,2013,3.95,30.93,43.96,33.17,22.25,18.28
Suriname,2014,4.04,17.48,43.225,32.925,29.54,51.46
Sweden,1987,0.39,11.22,20.14,26.05,23.585,34.265
Sweden,1988,0.4,12.025,20.59,26.545,25.805,30.47
Sweden,1989,0.42,14.085,23.16,22.415,25.915,33.385
Sweden,1990,0.5,9.955,18.42,21.38,25.785,34.985
Sweden,1991,0.605,10.96,18.425,22.84,24.15,31.79
Sweden,1992,0.59,8.37,15.72,21.19,22.04,32.775
Sweden,1993,0.19,9.31,15.275,22.315,21.055,32.435
Sweden,1994,0.39,8.35,15.1,19.84,21.44,32.92
Sweden,1995,0.37,9.34,13.655,21.885,20.585,30.025
Sweden,1996,0.28,8.265,14.655,19.255,19.73,26.935
Sweden,1997,0.535,9.085,13.145,19.16,19.05,22.62
Sweden,1998,0.26,8.075,12.14,18.05,21.52,27.855
Sweden,1999,0.5,10.57,11.81,18.65,19.355,25.685
Sweden,2000,0.175,8.6,11.595,16.205,18.51,26.165
Sweden,2001,0.43,7.385,10.88,18.145,19.32,27.585
Sweden,2002,0.6,9.575,11.415,17.04,19.435,23.29
Sweden,2003,0.265,8.9,12.16,16.19,16.995,22.195
Sweden,2004,0.635,11.12,9.915,16.385,18.62,22.03
Sweden,2005,0.83,9.295,11.595,17.615,19.24,23.735
Sweden,2006,0.38,10.8,10.36,17.37,18.205,23.265
Sweden,2007,0.675,8.76,11.28,17.24,16.01,19.73
Sweden,2008,0.81,11.145,11.925,15.665,17.245,21.455
Sweden,2009,0.595,10.78,12.37,17.775,17.735,20.945
Sweden,2010,0.3,9.355,11.68,15.04,17.525,19.37
Sweden,2011,0.495,9.61,12.93,14.45,16.11,17.29
Sweden,2012,0.495,9.355,11.595,15.68,15.995,20.935
Sweden,2013,0.375,11.91,12.795,15.065,17.46,21.495
Sweden,2014,0.56,10.155,12.37,14.63,14.745,22.065
Sweden,2015,0.745,8.8,12.39,15.165,16.795,20.755
Sweden,2016,0,8.93,11.935,14.96,15.125,18.47
Switzerland,1995,0.48,15.445,16.32,23.915,32.49,53.125
Switzerland,1996,0.94,15.16,17.545,24.52,30.405,51.845
Switzerland,1997,0.36,14.37,16.75,22.505,26.16,53.24
Switzerland,1998,0.59,13.73,16.89,21.685,29.37,54.445
Switzerland,1999,0.475,12.615,15.585,21.41,26.085,49.82
Switzerland,2000,0.58,11.69,18.23,22.23,27.26,53.11
Switzerland,2001,0.48,13.52,13.04,20.315,28.295,55.195
Switzerland,2002,0.24,12.225,16.78,21.58,29.31,56.835
Switzerland,2003,0.715,11.545,11.16,18.605,25.68,53.625
Switzerland,2004,0.23,9.7,12.005,18.86,26.11,54.345
Switzerland,2005,0.47,10.38,13.13,18.78,25.085,55.485
Switzerland,2006,0.61,9.715,13.115,17.545,27.165,52.665
Switzerland,2007,0.485,12.155,11.33,17.435,26.905,59.595
Switzerland,2008,0.24,10.12,11.325,17,26.21,53.98
Switzerland,2009,0.495,10.185,9.465,17.385,20.63,31.905
Switzerland,2010,0.49,6.62,10.205,15.315,19.52,28.355
Switzerland,2011,0.375,8.635,9.905,14.8,19.14,31.255
Switzerland,2012,0.73,7.86,8.745,14.56,20.215,30.95
Switzerland,2013,0.375,7.26,8.93,14.465,21.05,33.05
Switzerland,2014,0.505,6.41,8.595,13.73,19.15,32.66
Switzerland,2015,0.5,8.58,8.89,14.215,19.25,30.895
Thailand,1985,0.61,10.385,8.52,7.11,7.8,6.845
Thailand,1986,0.58,9.08,7.895,7.015,6.87,4.515
Thailand,1987,0.725,9.885,8.1,6.595,7.805,7.8
Thailand,1990,0.795,10.515,9.995,8.185,7.925,10.545
Thailand,1991,0.24,10.19,9.375,7.505,7.935,7.985
Thailand,1992,0.165,9.895,9.62,7.685,6.67,7.515
Thailand,1994,0.02,6.04,5.64,5.21,5.485,5.74
Thailand,1995,0.89,10.16,11.635,8.745,7.49,7.84
Thailand,1996,0,11.38,12.7,8.52,7.625,6.3
Thailand,1997,0,9.97,11.51,8.465,6.58,6.66
Thailand,1998,0.6,11.525,13.69,9.39,8.505,6.07
Thailand,1999,0.54,11.465,14.455,9.82,9.455,8.78
Thailand,2000,0,11.115,14.12,9.905,8.685,9.225
Thailand,2002,0.555,8.815,11.645,9.835,10.155,10.555
Thailand,2003,0.49,7.075,10.605,8.91,9.37,9.13
Thailand,2004,0.295,6.13,10.43,8.645,8.63,8.9
Thailand,2005,0.39,5.5,9.465,7.67,8.1,7.87
Thailand,2006,0.285,4.555,8.365,7.425,7.185,6.705
Thailand,2007,0.27,5.035,8.795,7.88,8.13,9.46
Thailand,2008,0.265,4.815,8.325,8.175,8.19,9.32
Thailand,2009,0.415,4.815,7.935,7.915,8.935,9.265
Thailand,2010,0.345,5.22,8.065,7.62,8.005,10.995
Thailand,2011,0.36,4.625,8.885,7.925,7.915,9.085
Thailand,2012,0.34,4.625,8.645,8.07,8.705,9.96
Thailand,2013,0.275,4.27,8.275,8.35,8.155,10.455
Thailand,2014,0.325,3.935,8.05,8.135,8.785,9.25
Thailand,2015,0.325,3.865,7.805,9.04,9.335,10.205
Thailand,2016,0,4.065,7.97,8.81,8.885,8.93
Trinidad and Tobago,1985,0.81,2.845,5.375,9,3.92,0
Trinidad and Tobago,1986,0.77,9.63,16.865,13.915,11.235,9.535
Trinidad and Tobago,1987,0.78,12.55,18.05,14.62,10.265,43.01
Trinidad and Tobago,1988,3.14,11.955,26.415,20.235,19.54,34.66
Trinidad and Tobago,1989,1.865,21.55,19.955,25.055,16.21,14.445
Trinidad and Tobago,1990,1.46,20.5,23.765,19.665,19.77,8.03
Trinidad and Tobago,1991,1.79,23.285,16.615,14.845,17.11,6.25
Trinidad and Tobago,1992,1.785,17.12,19.345,17.715,15.685,51.09
Trinidad and Tobago,1993,1.51,14.79,23.395,22.775,15.48,7.14
Trinidad and Tobago,1994,1.3,12.55,20.68,14.43,20.825,21.13
Trinidad and Tobago,1995,1.795,11.775,25.725,22.56,23.075,73.07
Trinidad and Tobago,1996,1.48,13.295,17.585,16.145,18.22,32.195
Trinidad and Tobago,1997,1.49,15.885,21.49,16.3,18.725,43.1
Trinidad and Tobago,1998,1.58,13.44,20.335,22.455,13.655,26.555
Trinidad and Tobago,1999,0,9.55,19.075,14.805,22.41,6.82
Trinidad and Tobago,2000,1.285,13.225,18.745,18.405,17.895,29.605
Trinidad and Tobago,2001,1.81,17.26,15.995,21.095,16.57,30.84
Trinidad and Tobago,2002,1.89,13.605,20.045,16.425,14.225,14.26
Trinidad and Tobago,2003,0.96,13.55,15.58,14.235,15.065,20.215
Trinidad and Tobago,2004,1.02,10.87,23.915,15.545,19.525,23.775
Trinidad and Tobago,2005,1.06,10.64,17.4,14.835,8.85,19.815
Trinidad and Tobago,2006,2.12,11.625,13.98,15.305,13.885,22.18
Trinidad and Tobago,2007,1.11,9.59,20.505,10.975,9.97,20.195
Trinidad and Tobago,2008,1.1,14.17,18.94,23.445,19.29,12.73
Trinidad and Tobago,2009,1.11,13.005,14.025,11.925,10.2,20.82
Trinidad and Tobago,2010,1.125,11.805,20.155,15.425,13.08,27.32
Trinidad and Tobago,2011,2.27,11.77,13.845,13.435,12.7,32.92
Turkey,2009,0.32,1.695,1.865,1.885,2.11,2.77
Turkey,2010,0.405,2.63,2.445,2.73,2.75,4.885
Turkey,2011,0.34,2.055,1.875,1.845,2.215,3.205
Turkey,2012,0.305,2.195,2.37,2.645,2.545,4.14
Turkey,2013,0.315,3.035,2.885,2.99,3.28,5.205
Turkey,2014,0.305,2.91,2.39,2.465,3.075,4.27
Turkey,2015,0.29,2.62,2.44,2.37,2.58,3.935
Turkmenistan,1987,1.07,8.305,11.6,15.37,22.57,27.89
Turkmenistan,1988,0.93,10.405,11.125,14.545,16.94,27.28
Turkmenistan,1989,0.57,7.73,12.125,15.6,13.655,17.985
Turkmenistan,1990,1.32,11.62,13.025,15.37,12.765,32.565
Turkmenistan,1991,0.43,11.09,12.065,12.49,14.815,12.58
Turkmenistan,1992,1.14,12.435,9.58,13.645,8.355,10.77
Turkmenistan,1993,0.725,9.11,8.115,9.99,14.535,15.24
Turkmenistan,1994,0.5,9.335,7.82,9.325,11.11,20.37
Turkmenistan,1995,0.775,9.345,6.64,10.335,10.19,7.935
Turkmenistan,1996,1.095,10.52,8.675,9.44,12.93,9.16
Turkmenistan,1997,1.065,13.85,11.765,10.39,8.685,4.73
Turkmenistan,1998,1.435,14.01,11.655,16.67,9.26,15.22
Turkmenistan,1999,0.78,15.85,16.875,15.645,13.41,9.97
Turkmenistan,2000,0.78,14.945,15.22,12.49,6.365,12.53
Turkmenistan,2001,0.78,12.895,19.05,16.75,9.31,15.89
Turkmenistan,2002,0.88,14.435,17.57,12.31,8.995,3.525
Turkmenistan,2003,0.455,12.295,16.675,11.77,4.67,7.645
Turkmenistan,2004,0.925,12.04,16.32,12.155,5.6,9.36
Turkmenistan,2005,1.14,14.515,16.995,14.04,11.375,9.03
Turkmenistan,2006,1.565,16.075,16.595,15.055,11.125,11.505
Turkmenistan,2007,1.2,9.83,12.155,10.335,9.175,5.65
Turkmenistan,2008,1.225,17.92,15,12.1,7.015,5.53
Turkmenistan,2009,1.025,6.095,5.115,3.27,2.285,6.96
Turkmenistan,2010,0.73,5.795,5.825,3.88,3.255,6.78
Turkmenistan,2011,0.31,4.265,2.88,3.535,3.235,3.18
Turkmenistan,2012,0.41,4.865,3.585,3.66,2.56,3
Turkmenistan,2013,0,3.285,3.16,2.585,1.18,2.87
Turkmenistan,2014,0.59,4.135,3.92,3.52,2.205,0
Turkmenistan,2015,0.19,5.09,2.68,3.44,2.085,1.7
Ukraine,1987,0.845,8.735,20,30.51,34.91,52.02
Ukraine,1988,1.145,9.695,20.01,28.56,32.48,51.47
Ukraine,1989,0.995,10.795,23.075,33.11,34.3,55.885
Ukraine,1990,0.865,11.035,22.01,32.63,34.375,47.435
Ukraine,1991,1.105,10.575,21.715,32.91,34.205,48.445
Ukraine,1992,1.06,11.26,24.08,36.845,36.325,51.675
Ukraine,1993,1.11,12.965,25.805,37.705,38.99,59.48
Ukraine,1994,1.015,14.32,27.47,41.95,45.19,62.2
Ukraine,1995,1.1,15.335,29.63,44.945,47.93,59.395
Ukraine,1996,1.17,16.035,30.485,46.89,51.67,55.46
Ukraine,1997,1.06,15.715,30.6,45.08,51.585,53.795
Ukraine,1998,1.095,16.9,29.865,44.375,50.975,51.865
Ukraine,1999,1.35,16.35,29.86,42.69,49.95,47.83
Ukraine,2000,1.76,17.375,28.925,43.73,49.865,46.94
Ukraine,2001,1.32,16.305,26.705,39.735,44.965,45.04
Ukraine,2002,1.155,15.145,28.425,38.09,41.56,47.65
Ukraine,2003,1.21,14.84,27.75,37.575,40.985,46.175
Ukraine,2004,1.335,13.875,25,36,35.02,42.295
Ukraine,2005,1.12,13.29,24.455,33.115,33.465,43.145
Ukraine,2006,0.895,12.56,23.96,30.785,31.34,41.855
Ukraine,2007,1.115,15.27,25.295,30.49,29.6,38.79
Ukraine,2008,1.23,13.755,23.585,27.96,28.545,42.175
Ukraine,2009,1.265,15.515,23.935,28.78,29.28,40.855
Ukraine,2010,1.205,15.35,22.7,26.3,27.715,38.265
Ukraine,2011,1.61,16.285,22.26,24.865,27.405,39.575
Ukraine,2012,1.34,16.385,22.215,25.31,27.255,41.73
Ukraine,2014,0.86,13.47,21.235,23.64,25.275,40.77
Ukraine,2015,1.245,13.09,18.245,22.2,25.555,42.025
United Arab Emirates,2005,0,2.015,2.105,2.465,2.88,0
United Arab Emirates,2006,0,0.745,2.035,2.14,3.355,0
United Arab Emirates,2007,0,1.835,1.505,1.59,3.065,0
United Arab Emirates,2008,0,1.695,1.705,1.495,2.07,0
United Arab Emirates,2009,0.63,1.87,1.61,1.14,1.86,0
United Arab Emirates,2010,0,1.465,2.05,0.8,2.31,9.46
United Kingdom,1985,0.07,5.29,10.065,12.425,14.5,15.875
United Kingdom,1986,0.055,5.83,9.645,11.345,13.18,15.95
United Kingdom,1987,0.14,6.11,9.54,10.645,12.255,13.215
United Kingdom,1988,0.085,7.54,10.295,11.58,11.765,16.01
United Kingdom,1989,0.045,6.44,9.525,10.305,9.92,13.36
United Kingdom,1990,0.06,7.14,10.675,11.16,10.03,12.635
United Kingdom,1991,0.07,6.855,10.555,11.545,8.845,11.53
United Kingdom,1992,0.05,7.3,10.54,11.61,9.35,10.55
United Kingdom,1993,0.19,7.42,10.19,10.795,8.575,11.255
United Kingdom,1994,0.17,6.865,11.18,10.355,7.91,10.9
United Kingdom,1995,0.135,6.61,10.53,10.345,7.87,10.68
United Kingdom,1996,0.15,6.065,11.025,9.8,7.285,9.91
United Kingdom,1997,0.095,6.725,10.61,9.605,7.025,10.33
United Kingdom,1998,0.08,6.64,12.27,9.905,7.655,8.83
United Kingdom,1999,0.065,6.595,11.025,10.44,7.785,10.31
United Kingdom,2000,0.12,6.69,10.39,10.325,7.19,8.95
United Kingdom,2001,0.09,5.95,10.12,10.235,7.335,8.84
United Kingdom,2002,0.13,5.53,11.13,10.255,6.945,7.365
United Kingdom,2003,0.05,5.325,9.69,10.175,6.775,8.06
United Kingdom,2004,0.065,5.145,9.445,11.03,7.195,8.48
